MOFID,targets,Vatomic,EE_B_p,GATS4e,GATS1m,MATS4p,SpMin1_Bh_s,ATSC2e,SpMax2_Bh_m,GATS3p,Mp,EM,GATS2e,GATS2p,SpMAD_B_p,ratomic,GATS5e,GATS1p,SM1_Dz_e,ATSC1e,ATSC1p,P,m,Eta_sh_x,ATSC6p
253,0.901614,8.06,7.331,1.683,1.035,0.068,1.518,0.789,5.175,1.946,0.803,2.92,0.836,1.226,1.705,1.39,1.178,1.678,0.864,0.515,15.662,1.55,54.94,0.053,61.354
254,0.990914,8.06,7.331,1.683,1.035,0.068,1.518,0.789,5.175,1.946,0.803,2.92,0.836,1.226,1.705,1.39,1.178,1.678,0.864,0.515,15.662,1.55,54.94,0.053,61.354
255,1.285414,8.06,7.372,1.543,1.019,0.062,1.567,0.584,5.175,1.935,0.837,2.92,0.893,1.213,1.735,1.39,1.248,1.635,0.888,0.265,12.675,1.55,54.94,0.047,50.471
256,1.286514,8.06,7.372,1.543,1.019,0.062,1.567,0.584,5.175,1.935,0.837,2.92,0.893,1.213,1.735,1.39,1.248,1.635,0.888,0.265,12.675,1.55,54.94,0.047,50.471
257,1.087814,8.06,7.365,1.846,0.978,0.07,1.518,0.873,5.175,1.94,0.834,2.92,0.872,1.212,1.738,1.39,1.355,1.686,0.974,0.403,15.793,1.55,54.94,0.047,51.08
258,1.221514,8.06,7.478,1.669,1.009,0.037,1.567,0.616,5.175,1.872,0.83,2.92,1.054,1.198,1.755,1.39,1.314,1.594,0.283,0.343,13.8,1.55,54.94,0.041,63.437
259,1.192014,8.06,7.478,1.669,1.009,0.037,1.567,0.616,5.175,1.872,0.83,2.92,1.054,1.198,1.755,1.39,1.314,1.594,0.283,0.343,13.8,1.55,54.94,0.041,63.437
260,0.963714,8.06,7.471,1.978,0.971,0.044,1.552,0.909,5.175,1.877,0.828,2.92,0.959,1.198,1.758,1.39,1.394,1.643,0.435,0.457,16.96,1.55,54.94,0.041,64.118
261,1.254714,8.06,7.457,1.366,1.006,0.07,1.567,0.472,5.175,1.98,0.838,2.92,0.991,1.236,1.758,1.39,1.103,1.631,1.093,0.287,13.044,1.55,54.94,0.042,47.559
262,1.401014,8.06,7.457,1.366,1.006,0.07,1.567,0.472,5.175,1.98,0.838,2.92,0.991,1.236,1.758,1.39,1.103,1.631,1.093,0.287,13.044,1.55,54.94,0.042,47.559
263,1.038314,8.06,7.45,1.718,0.966,0.078,1.518,0.804,5.175,1.984,0.835,2.92,0.959,1.235,1.76,1.39,1.263,1.681,1.163,0.45,16.168,1.55,54.94,0.042,48.25
264,1.367014,8.06,7.405,1.6,1.017,0.044,1.567,0.65,5.175,1.869,0.814,2.92,1.008,1.147,1.681,1.39,1.279,1.596,0.283,0.351,13.835,1.55,54.94,0.044,71.58
265,1.360414,8.06,7.405,1.6,1.017,0.044,1.567,0.65,5.175,1.869,0.814,2.92,1.008,1.147,1.681,1.39,1.279,1.596,0.283,0.351,13.835,1.55,54.94,0.044,71.58
266,1.278714,8.06,7.44,1.39,1.017,0.051,1.567,0.514,5.175,1.903,0.826,2.92,0.963,1.189,1.741,1.39,1.334,1.589,0.768,0.35,13.318,1.55,54.94,0.045,57.885
267,1.295514,8.06,7.44,1.39,1.017,0.051,1.567,0.514,5.175,1.903,0.826,2.92,0.963,1.189,1.741,1.39,1.334,1.589,0.768,0.35,13.318,1.55,54.94,0.045,57.885
268,1.082314,8.06,7.423,1.691,0.983,0.057,1.518,0.803,5.175,1.925,0.814,2.92,0.916,1.189,1.735,1.39,1.388,1.648,0.864,0.471,16.513,1.55,54.94,0.045,60.606
269,1.438514,8.06,7.45,1.161,0.999,0.041,1.567,0.462,5.175,1.906,0.848,2.92,0.653,1.18,1.747,1.39,1.163,1.602,1.032,0.282,13.022,1.55,54.94,0.042,55.033
270,1.433514,8.06,7.45,1.161,0.999,0.041,1.567,0.462,5.175,1.906,0.848,2.92,0.653,1.18,1.747,1.39,1.163,1.602,1.032,0.282,13.022,1.55,54.94,0.042,55.033
271,1.126014,8.06,7.435,1.408,0.962,0.049,1.518,0.79,5.175,1.928,0.836,2.92,0.675,1.178,1.739,1.39,1.198,1.659,1.107,0.434,16.292,1.55,54.94,0.042,58.037
272,0.694314,8.06,7.435,1.408,0.962,0.049,1.518,0.79,5.175,1.928,0.836,2.92,0.675,1.178,1.739,1.39,1.198,1.659,1.107,0.434,16.292,1.55,54.94,0.042,58.037
273,1.843914,8.06,7.495,0.989,1.043,0.076,1.565,1.409,5.176,2.001,0.845,2.92,0.742,1.245,1.748,1.39,0.829,1.647,1.782,0.765,12.92,1.55,54.94,0.038,45.21
274,1.857614,8.06,7.495,0.989,1.043,0.076,1.565,1.409,5.176,2.001,0.845,2.92,0.742,1.245,1.748,1.39,0.829,1.647,1.782,0.765,12.92,1.55,54.94,0.038,45.21
275,1.322014,8.06,7.424,1.35,1.002,0.061,1.567,0.894,5.175,1.965,0.829,2.92,0.745,1.191,1.744,1.39,1.35,1.629,1.093,0.293,12.887,1.55,54.94,0.045,48.84
276,1.373914,8.06,7.424,1.35,1.002,0.061,1.567,0.894,5.175,1.965,0.829,2.92,0.745,1.191,1.744,1.39,1.35,1.629,1.093,0.293,12.887,1.55,54.94,0.045,48.84
277,0.909014,8.06,7.417,1.664,0.962,0.069,1.518,1.202,5.175,1.969,0.826,2.92,0.757,1.19,1.747,1.39,1.437,1.679,1.163,0.46,16.007,1.55,54.94,0.045,49.492
278,1.117214,8.06,7.417,1.664,0.962,0.069,1.518,1.202,5.175,1.969,0.826,2.92,0.757,1.19,1.747,1.39,1.437,1.679,1.163,0.46,16.007,1.55,54.94,0.045,49.492
279,1.346014,8.06,7.625,1.073,0.963,0.048,1.567,1.149,5.175,1.936,0.833,2.92,0.704,1.224,1.744,1.39,1.029,1.594,1.782,0.634,14.627,1.55,54.94,0.03,59.275
280,1.324314,8.06,7.625,1.073,0.963,0.048,1.567,1.149,5.175,1.936,0.833,2.92,0.704,1.224,1.744,1.39,1.029,1.594,1.782,0.634,14.627,1.55,54.94,0.03,59.275
281,1.436614,8.06,7.383,1.875,1.063,0.043,1.567,0.556,5.175,2.052,0.862,2.92,1.128,1.283,1.766,1.39,1.387,1.671,0.283,0.315,12.41,1.55,54.94,0.047,44.91
282,1.386914,8.06,7.383,1.875,1.063,0.043,1.567,0.556,5.175,2.052,0.862,2.92,1.128,1.283,1.766,1.39,1.387,1.671,0.283,0.315,12.41,1.55,54.94,0.047,44.91
283,1.233214,8.06,7.376,2.236,1.02,0.052,1.518,0.84,5.175,2.056,0.859,2.92,1.02,1.282,1.769,1.39,1.509,1.723,0.435,0.43,15.509,1.55,54.94,0.048,45.604
284,0.879914,8.06,7.472,1.971,0.971,0.041,1.562,0.909,5.175,1.862,0.828,2.92,0.959,1.198,1.765,1.39,1.332,1.643,0.435,0.457,16.96,1.55,54.94,0.041,64.246
285,0.891714,8.06,7.472,1.971,0.971,0.041,1.562,0.909,5.175,1.862,0.828,2.92,0.959,1.198,1.765,1.39,1.332,1.643,0.435,0.457,16.96,1.55,54.94,0.041,64.246
286,1.413414,8.06,7.625,1.073,0.963,0.048,1.567,1.149,5.175,1.936,0.833,2.92,0.704,1.224,1.744,1.39,1.029,1.594,1.782,0.634,14.627,1.55,54.94,0.03,59.275
287,1.389514,8.06,7.625,1.073,0.963,0.048,1.567,1.149,5.175,1.936,0.833,2.92,0.704,1.224,1.744,1.39,1.029,1.594,1.782,0.634,14.627,1.55,54.94,0.03,59.275
288,1.263714,8.06,7.619,1.248,0.925,0.056,1.518,1.478,5.175,1.94,0.831,2.92,0.72,1.224,1.746,1.39,1.111,1.643,1.818,0.833,17.784,1.55,54.94,0.03,59.872
289,1.320914,8.06,7.333,1.243,1.051,0.048,1.57,0.531,5.175,1.928,0.84,2.92,0.853,1.217,1.759,1.39,0.889,1.654,0.599,0.293,12.242,1.55,54.94,0.054,51.966
290,1.315514,8.06,7.333,1.243,1.051,0.048,1.57,0.531,5.175,1.928,0.84,2.92,0.853,1.217,1.759,1.39,0.889,1.654,0.599,0.293,12.242,1.55,54.94,0.054,51.966
291,0.949214,8.06,7.325,1.567,1.008,0.056,1.522,0.8,5.175,1.932,0.836,2.92,0.838,1.216,1.763,1.39,1.033,1.705,0.712,0.409,15.357,1.55,54.94,0.054,52.987
292,1.233714,8.06,7.309,1.057,1.073,0.12,1.569,0.87,5.174,2.136,0.851,2.92,0.928,1.232,1.763,1.39,0.972,1.687,1.246,0.415,11.726,1.55,54.94,0.056,35.549
293,1.275714,8.06,7.309,1.057,1.073,0.12,1.569,0.87,5.174,2.136,0.851,2.92,0.928,1.232,1.763,1.39,0.972,1.687,1.246,0.415,11.726,1.55,54.94,0.056,35.549
294,0.936614,8.06,7.301,1.335,1.027,0.131,1.52,1.189,5.174,2.14,0.847,2.92,0.923,1.231,1.766,1.39,0.997,1.74,1.306,0.604,14.79,1.55,54.94,0.056,36.409
295,1.315614,8.06,7.36,1.154,1.068,0.07,1.57,0.484,5.175,1.96,0.803,2.92,0.769,1.23,1.701,1.39,0.914,1.629,0.974,0.373,12.719,1.55,54.94,0.05,59.313
296,1.348914,8.06,7.36,1.154,1.068,0.07,1.57,0.484,5.175,1.96,0.803,2.92,0.769,1.23,1.701,1.39,0.914,1.629,0.974,0.373,12.719,1.55,54.94,0.05,59.313
297,1.348814,8.06,7.392,1.304,1.014,0.072,1.57,0.648,5.175,1.953,0.833,2.92,0.81,1.216,1.734,1.39,1.011,1.639,1.073,0.288,12.841,1.55,54.94,0.045,49.165
298,1.390614,8.06,7.392,1.304,1.014,0.072,1.57,0.648,5.175,1.953,0.833,2.92,0.81,1.216,1.734,1.39,1.011,1.639,1.073,0.288,12.841,1.55,54.94,0.045,49.165
299,1.341214,8.06,7.496,1.25,1.0,0.046,1.57,0.583,5.175,1.887,0.827,2.92,0.851,1.2,1.753,1.39,0.928,1.596,0.599,0.319,14.015,1.55,54.94,0.039,62.322
300,1.374314,8.06,7.496,1.25,1.0,0.046,1.57,0.583,5.175,1.887,0.827,2.92,0.851,1.2,1.753,1.39,0.928,1.596,0.599,0.319,14.015,1.55,54.94,0.039,62.322
301,1.243614,8.06,7.475,1.217,1.002,0.08,1.57,0.602,5.175,1.995,0.834,2.92,0.903,1.238,1.756,1.39,0.941,1.633,1.246,0.334,13.218,1.55,54.94,0.04,46.298
302,1.489214,8.06,7.475,1.217,1.002,0.08,1.57,0.602,5.175,1.995,0.834,2.92,0.903,1.238,1.756,1.39,0.941,1.633,1.246,0.334,13.218,1.55,54.94,0.04,46.298
303,1.048714,8.06,7.468,1.522,0.962,0.088,1.522,0.934,5.175,1.999,0.832,2.92,0.896,1.238,1.758,1.39,1.093,1.684,1.306,0.505,16.349,1.55,54.94,0.04,47.304
304,1.364414,8.06,7.433,1.206,1.0,0.05,1.57,0.602,5.175,1.867,0.819,2.92,0.813,1.15,1.692,1.39,0.904,1.591,0.599,0.321,13.901,1.55,54.94,0.042,68.328
305,1.427814,8.06,7.433,1.206,1.0,0.05,1.57,0.602,5.175,1.867,0.819,2.92,0.813,1.15,1.692,1.39,0.904,1.591,0.599,0.321,13.901,1.55,54.94,0.042,68.328
306,1.315214,8.06,7.459,1.168,1.01,0.06,1.57,0.467,5.175,1.919,0.822,2.92,0.845,1.193,1.74,1.39,1.045,1.592,0.974,0.319,13.499,1.55,54.94,0.043,56.799
307,1.371614,8.06,7.459,1.168,1.01,0.06,1.57,0.467,5.175,1.919,0.822,2.92,0.845,1.193,1.74,1.39,1.045,1.592,0.974,0.319,13.499,1.55,54.94,0.043,56.799
308,1.413814,8.06,7.468,1.078,0.996,0.051,1.57,0.579,5.175,1.922,0.844,2.92,0.646,1.183,1.745,1.39,1.033,1.604,1.194,0.323,13.206,1.55,54.94,0.04,53.73
309,1.531414,8.06,7.468,1.078,0.996,0.051,1.57,0.579,5.175,1.922,0.844,2.92,0.646,1.183,1.745,1.39,1.033,1.604,1.194,0.323,13.206,1.55,54.94,0.04,53.73
310,1.908614,8.06,7.502,0.991,1.036,0.087,1.567,1.568,5.176,2.042,0.834,2.92,0.759,1.26,1.737,1.39,0.817,1.657,1.862,0.832,13.194,1.55,54.94,0.037,44.854
311,1.793614,8.06,7.502,0.991,1.036,0.087,1.567,1.568,5.176,2.042,0.834,2.92,0.759,1.26,1.737,1.39,0.817,1.657,1.862,0.832,13.194,1.55,54.94,0.037,44.854
312,1.357714,8.06,7.443,1.196,0.998,0.071,1.57,0.98,5.175,1.982,0.826,2.92,0.712,1.194,1.742,1.39,1.126,1.632,1.246,0.347,13.056,1.55,54.94,0.043,47.668
313,1.481814,8.06,7.443,1.196,0.998,0.071,1.57,0.98,5.175,1.982,0.826,2.92,0.712,1.194,1.742,1.39,1.126,1.632,1.246,0.347,13.056,1.55,54.94,0.043,47.668
314,1.380814,8.06,7.632,1.06,0.958,0.057,1.57,1.305,5.175,1.965,0.825,2.92,0.717,1.233,1.736,1.39,0.995,1.601,1.862,0.695,15.032,1.55,54.94,0.029,58.74
315,1.415014,8.06,7.632,1.06,0.958,0.057,1.57,1.305,5.175,1.965,0.825,2.92,0.717,1.233,1.736,1.39,0.995,1.601,1.862,0.695,15.032,1.55,54.94,0.029,58.74
316,1.390714,8.06,7.403,1.384,1.056,0.055,1.57,0.522,5.175,2.067,0.857,2.92,0.903,1.284,1.763,1.39,0.974,1.672,0.599,0.29,12.557,1.55,54.94,0.045,43.507
317,1.517814,8.06,7.403,1.384,1.056,0.055,1.57,0.522,5.175,2.067,0.857,2.92,0.903,1.284,1.763,1.39,0.974,1.672,0.599,0.29,12.557,1.55,54.94,0.045,43.507
318,1.391414,8.06,7.632,1.06,0.958,0.057,1.57,1.305,5.175,1.965,0.825,2.92,0.717,1.233,1.736,1.39,0.995,1.601,1.862,0.695,15.032,1.55,54.94,0.029,58.74
319,1.434214,8.06,7.632,1.06,0.958,0.057,1.57,1.305,5.175,1.965,0.825,2.92,0.717,1.233,1.736,1.39,0.995,1.601,1.862,0.695,15.032,1.55,54.94,0.029,58.74
320,1.230514,8.06,7.626,1.223,0.922,0.064,1.522,1.632,5.175,1.969,0.823,2.92,0.733,1.233,1.737,1.39,1.071,1.65,1.895,0.896,18.199,1.55,54.94,0.029,59.649
321,0.192814,7.11,7.038,1.691,1.069,0.046,1.548,0.573,5.237,1.863,0.832,4.28,1.068,1.174,1.748,1.32,1.279,1.619,0.283,0.321,11.088,1.83,55.85,0.05,50.361
322,0.301014,7.11,7.038,1.691,1.069,0.046,1.548,0.573,5.237,1.863,0.832,4.28,1.068,1.174,1.748,1.32,1.279,1.619,0.283,0.321,11.088,1.83,55.85,0.05,50.361
323,0.474214,7.11,7.03,1.998,1.025,0.056,1.5,0.856,5.237,1.869,0.829,4.28,0.962,1.174,1.751,1.32,1.35,1.675,0.435,0.434,13.835,1.83,55.85,0.05,51.056
324,0.077014,7.11,7.03,1.998,1.025,0.056,1.5,0.856,5.237,1.869,0.829,4.28,0.962,1.174,1.751,1.32,1.35,1.675,0.435,0.434,13.835,1.83,55.85,0.05,51.056
325,0.231914,7.11,7.006,1.149,1.084,0.127,1.546,0.734,5.236,2.081,0.844,4.28,1.011,1.191,1.752,1.32,1.14,1.666,1.093,0.353,10.458,1.83,55.85,0.052,34.701
326,0.687314,7.11,7.006,1.149,1.084,0.127,1.546,0.734,5.236,2.081,0.844,4.28,1.011,1.191,1.752,1.32,1.14,1.666,1.093,0.353,10.458,1.83,55.85,0.052,34.701
327,0.287114,7.11,6.998,1.478,1.038,0.142,1.499,1.055,5.236,2.086,0.839,4.28,0.979,1.189,1.755,1.32,1.138,1.723,1.163,0.533,13.152,1.83,55.85,0.053,35.229
328,0.370414,7.11,6.998,1.478,1.038,0.142,1.499,1.055,5.236,2.086,0.839,4.28,0.979,1.189,1.755,1.32,1.138,1.723,1.163,0.533,13.152,1.83,55.85,0.053,35.229
329,0.159714,7.11,7.075,1.379,1.087,0.071,1.548,0.521,5.237,1.892,0.795,4.28,0.846,1.185,1.687,1.32,1.158,1.587,0.768,0.394,11.628,1.83,55.85,0.046,57.233
330,0.115114,7.11,7.075,1.379,1.087,0.071,1.548,0.521,5.237,1.892,0.795,4.28,0.846,1.185,1.687,1.32,1.158,1.587,0.768,0.394,11.628,1.83,55.85,0.046,57.233
331,0.018714,7.11,7.067,1.683,1.045,0.078,1.5,0.789,5.237,1.899,0.792,4.28,0.836,1.185,1.69,1.32,1.178,1.644,0.864,0.515,14.387,1.83,55.85,0.047,58.458
332,0.024614,7.11,7.067,1.683,1.045,0.078,1.5,0.789,5.237,1.899,0.792,4.28,0.836,1.185,1.69,1.32,1.178,1.644,0.864,0.515,14.387,1.83,55.85,0.047,58.458
333,0.422814,7.11,7.117,1.543,1.03,0.074,1.548,0.584,5.236,1.891,0.826,4.28,0.893,1.177,1.723,1.32,1.248,1.607,0.888,0.265,11.716,1.83,55.85,0.042,47.359
334,0.412214,7.11,7.117,1.543,1.03,0.074,1.548,0.584,5.236,1.891,0.826,4.28,0.893,1.177,1.723,1.32,1.248,1.607,0.888,0.265,11.716,1.83,55.85,0.042,47.359
335,0.129314,7.11,7.11,1.846,0.989,0.083,1.5,0.873,5.236,1.897,0.823,4.28,0.872,1.176,1.725,1.32,1.355,1.662,0.974,0.403,14.47,1.83,55.85,0.042,47.979
336,0.245714,7.11,7.11,1.846,0.989,0.083,1.5,0.873,5.236,1.897,0.823,4.28,0.872,1.176,1.725,1.32,1.355,1.662,0.974,0.403,14.47,1.83,55.85,0.042,47.979
337,0.824714,7.11,7.252,1.669,1.019,0.042,1.552,0.616,5.236,1.82,0.822,4.28,1.054,1.157,1.745,1.32,1.314,1.553,0.283,0.343,12.984,1.83,55.85,0.036,59.899
338,0.790814,7.11,7.252,1.669,1.019,0.042,1.552,0.616,5.236,1.82,0.822,4.28,1.054,1.157,1.745,1.32,1.314,1.553,0.283,0.343,12.984,1.83,55.85,0.036,59.899
339,0.216814,7.11,7.246,1.978,0.981,0.05,1.552,0.909,5.236,1.826,0.819,4.28,0.959,1.156,1.747,1.32,1.394,1.606,0.435,0.457,15.778,1.83,55.85,0.036,60.599
340,0.250714,7.11,7.246,1.978,0.981,0.05,1.552,0.909,5.236,1.826,0.819,4.28,0.959,1.156,1.747,1.32,1.394,1.606,0.435,0.457,15.778,1.83,55.85,0.036,60.599
341,0.960114,7.11,7.225,1.366,1.017,0.084,1.548,0.472,5.236,1.93,0.828,4.28,0.991,1.202,1.747,1.32,1.103,1.601,1.093,0.287,12.102,1.83,55.85,0.037,44.877
342,0.991514,7.11,7.225,1.366,1.017,0.084,1.548,0.472,5.236,1.93,0.828,4.28,0.991,1.202,1.747,1.32,1.103,1.601,1.093,0.287,12.102,1.83,55.85,0.037,44.877
343,0.708614,7.11,7.219,1.718,0.977,0.093,1.5,0.804,5.236,1.935,0.825,4.28,0.959,1.201,1.749,1.32,1.263,1.656,1.163,0.45,14.861,1.83,55.85,0.037,45.556
344,0.714414,7.11,7.219,1.718,0.977,0.093,1.5,0.804,5.236,1.935,0.825,4.28,0.959,1.201,1.749,1.32,1.263,1.656,1.163,0.45,14.861,1.83,55.85,0.037,45.556
345,0.705314,7.11,7.16,1.6,1.027,0.05,1.548,0.65,5.236,1.817,0.805,4.28,1.008,1.106,1.67,1.32,1.279,1.557,0.283,0.351,13.083,1.83,55.85,0.039,67.874
346,0.519214,7.11,7.16,1.6,1.027,0.05,1.548,0.65,5.236,1.817,0.805,4.28,1.008,1.106,1.67,1.32,1.279,1.557,0.283,0.351,13.083,1.83,55.85,0.039,67.874
347,0.278214,7.11,7.164,1.911,0.981,0.055,1.5,0.93,5.236,1.807,0.81,4.28,0.917,1.108,1.682,1.32,1.346,1.602,0.435,0.459,15.693,1.83,55.85,0.039,66.366
348,0.254014,7.11,7.164,1.911,0.981,0.055,1.5,0.93,5.236,1.807,0.81,4.28,0.917,1.108,1.682,1.32,1.346,1.602,0.435,0.459,15.693,1.83,55.85,0.039,66.366
349,0.506214,7.11,7.204,1.39,1.027,0.059,1.548,0.514,5.237,1.855,0.816,4.28,0.963,1.153,1.73,1.32,1.334,1.552,0.768,0.35,12.411,1.83,55.85,0.039,54.74
350,0.183214,7.11,7.185,1.691,0.994,0.065,1.5,0.803,5.237,1.876,0.804,4.28,0.916,1.152,1.724,1.32,1.388,1.615,0.864,0.471,15.282,1.83,55.85,0.04,57.414
351,0.262114,7.11,7.185,1.691,0.994,0.065,1.5,0.803,5.237,1.876,0.804,4.28,0.916,1.152,1.724,1.32,1.388,1.615,0.864,0.471,15.282,1.83,55.85,0.04,57.414
352,0.734214,7.11,7.216,1.161,1.011,0.05,1.548,0.462,5.236,1.856,0.839,4.28,0.653,1.14,1.736,1.32,1.163,1.566,1.032,0.282,12.087,1.83,55.85,0.037,52.125
353,0.480914,7.11,7.2,1.408,0.973,0.058,1.5,0.79,5.236,1.877,0.827,4.28,0.675,1.137,1.727,1.32,1.198,1.626,1.107,0.434,15.038,1.83,55.85,0.037,55.12
354,0.493414,7.11,7.2,1.408,0.973,0.058,1.5,0.79,5.236,1.877,0.827,4.28,0.675,1.137,1.727,1.32,1.198,1.626,1.107,0.434,15.038,1.83,55.85,0.037,55.12
355,0.841614,7.11,7.273,0.989,1.056,0.09,1.545,1.409,5.238,1.954,0.836,4.28,0.742,1.211,1.738,1.32,0.829,1.62,1.782,0.765,11.937,1.83,55.85,0.034,42.67
356,1.058514,7.11,7.273,0.989,1.056,0.09,1.545,1.409,5.238,1.954,0.836,4.28,0.742,1.211,1.738,1.32,0.829,1.62,1.782,0.765,11.937,1.83,55.85,0.034,42.67
357,1.153614,7.11,7.267,1.195,1.012,0.1,1.498,1.731,5.238,1.959,0.833,4.28,0.76,1.21,1.74,1.32,0.849,1.676,1.818,0.983,14.686,1.83,55.85,0.034,43.353
358,1.159214,7.11,7.267,1.195,1.012,0.1,1.498,1.731,5.238,1.959,0.833,4.28,0.76,1.21,1.74,1.32,0.849,1.676,1.818,0.983,14.686,1.83,55.85,0.034,43.353
359,1.066314,7.11,7.183,1.35,1.013,0.072,1.548,0.894,5.237,1.92,0.819,4.28,0.745,1.155,1.732,1.32,1.35,1.603,1.093,0.293,11.942,1.83,55.85,0.04,46.083
360,0.376514,7.11,7.177,1.664,0.973,0.081,1.5,1.202,5.237,1.926,0.816,4.28,0.757,1.154,1.734,1.32,1.437,1.658,1.163,0.46,14.697,1.83,55.85,0.04,46.726
361,0.364414,7.11,7.177,1.664,0.973,0.081,1.5,1.202,5.237,1.926,0.816,4.28,0.757,1.154,1.734,1.32,1.437,1.658,1.163,0.46,14.697,1.83,55.85,0.04,46.726
362,0.300214,7.11,7.433,1.073,0.975,0.055,1.548,1.149,5.236,1.88,0.826,4.28,0.704,1.186,1.737,1.32,1.029,1.557,1.782,0.634,13.793,1.83,55.85,0.026,55.625
363,0.703614,7.11,7.433,1.073,0.975,0.055,1.548,1.149,5.236,1.88,0.826,4.28,0.704,1.186,1.737,1.32,1.029,1.557,1.782,0.634,13.793,1.83,55.85,0.026,55.625
364,0.267414,7.11,7.428,1.248,0.938,0.063,1.5,1.478,5.236,1.886,0.824,4.28,0.72,1.186,1.738,1.32,1.111,1.609,1.818,0.833,16.58,1.83,55.85,0.027,56.237
365,0.431614,7.11,7.428,1.248,0.938,0.063,1.5,1.478,5.236,1.886,0.824,4.28,0.72,1.186,1.738,1.32,1.111,1.609,1.818,0.833,16.58,1.83,55.85,0.027,56.237
366,0.402614,7.11,7.132,1.875,1.075,0.053,1.548,0.556,5.236,2.0,0.851,4.28,1.128,1.24,1.753,1.32,1.387,1.636,0.283,0.315,11.363,1.83,55.85,0.042,42.528
367,0.784214,7.11,7.132,1.875,1.075,0.053,1.548,0.556,5.236,2.0,0.851,4.28,1.128,1.24,1.753,1.32,1.387,1.636,0.283,0.315,11.363,1.83,55.85,0.042,42.528
368,0.220814,7.11,7.125,2.236,1.031,0.064,1.5,0.84,5.236,2.005,0.848,4.28,1.02,1.239,1.756,1.32,1.509,1.692,0.435,0.43,14.101,1.83,55.85,0.042,43.241
369,0.349614,7.11,7.125,2.236,1.031,0.064,1.5,0.84,5.236,2.005,0.848,4.28,1.02,1.239,1.756,1.32,1.509,1.692,0.435,0.43,14.101,1.83,55.85,0.042,43.241
370,0.152714,7.11,7.253,1.658,1.019,0.039,1.562,0.616,5.237,1.802,0.822,4.28,1.054,1.157,1.752,1.32,1.259,1.553,0.283,0.343,12.984,1.83,55.85,0.036,60.774
371,0.432914,7.11,7.246,1.971,0.981,0.048,1.562,0.909,5.237,1.808,0.819,4.28,0.959,1.156,1.754,1.32,1.332,1.606,0.435,0.457,15.778,1.83,55.85,0.036,61.526
372,0.258414,7.11,7.246,1.971,0.981,0.048,1.562,0.909,5.237,1.808,0.819,4.28,0.959,1.156,1.754,1.32,1.332,1.606,0.435,0.457,15.778,1.83,55.85,0.036,61.526
373,0.263314,7.11,7.433,1.073,0.975,0.055,1.548,1.149,5.236,1.88,0.826,4.28,0.704,1.186,1.737,1.32,1.029,1.557,1.782,0.634,13.793,1.83,55.85,0.026,55.625
374,0.262314,7.11,7.428,1.248,0.938,0.063,1.5,1.478,5.236,1.886,0.824,4.28,0.72,1.186,1.738,1.32,1.111,1.609,1.818,0.833,16.58,1.83,55.85,0.027,56.237
375,0.261314,7.11,7.428,1.248,0.938,0.063,1.5,1.478,5.236,1.886,0.824,4.28,0.72,1.186,1.738,1.32,1.111,1.609,1.818,0.833,16.58,1.83,55.85,0.027,56.237
376,0.182614,7.11,7.066,1.243,1.062,0.058,1.551,0.531,5.237,1.884,0.828,4.28,0.853,1.177,1.745,1.32,0.889,1.622,0.599,0.293,11.275,1.83,55.85,0.048,49.88
377,0.102014,7.11,7.066,1.243,1.062,0.058,1.551,0.531,5.237,1.884,0.828,4.28,0.853,1.177,1.745,1.32,0.889,1.622,0.599,0.293,11.275,1.83,55.85,0.048,49.88
378,0.046814,7.11,7.059,1.567,1.019,0.067,1.504,0.8,5.237,1.889,0.825,4.28,0.838,1.177,1.748,1.32,1.033,1.678,0.712,0.409,14.03,1.83,55.85,0.048,50.888
379,0.022614,7.11,7.059,1.567,1.019,0.067,1.504,0.8,5.237,1.889,0.825,4.28,0.838,1.177,1.748,1.32,1.033,1.678,0.712,0.409,14.03,1.83,55.85,0.048,50.888
380,0.165114,7.11,7.035,1.057,1.084,0.139,1.549,0.87,5.236,2.102,0.838,4.28,0.928,1.195,1.749,1.32,0.972,1.67,1.246,0.415,10.578,1.83,55.85,0.049,33.935
381,0.203014,7.11,7.035,1.057,1.084,0.139,1.549,0.87,5.236,2.102,0.838,4.28,0.928,1.195,1.749,1.32,0.972,1.67,1.246,0.415,10.578,1.83,55.85,0.049,33.935
382,0.034614,7.11,7.027,1.335,1.039,0.153,1.503,1.189,5.236,2.108,0.834,4.28,0.923,1.194,1.752,1.32,0.997,1.728,1.306,0.604,13.283,1.83,55.85,0.05,34.793
383,0.048014,7.11,7.027,1.335,1.039,0.153,1.503,1.189,5.236,2.108,0.834,4.28,0.923,1.194,1.752,1.32,0.997,1.728,1.306,0.604,13.283,1.83,55.85,0.05,34.793
384,0.304514,7.11,7.101,1.154,1.078,0.08,1.551,0.484,5.237,1.91,0.793,4.28,0.769,1.186,1.687,1.32,0.914,1.589,0.974,0.373,11.834,1.83,55.85,0.044,57.056
385,0.295414,7.11,7.101,1.154,1.078,0.08,1.551,0.484,5.237,1.91,0.793,4.28,0.769,1.186,1.687,1.32,0.914,1.589,0.974,0.373,11.834,1.83,55.85,0.044,57.056
386,0.037414,7.11,7.094,1.43,1.037,0.088,1.504,0.779,5.237,1.917,0.789,4.28,0.781,1.187,1.689,1.32,0.975,1.646,1.053,0.513,14.6,1.83,55.85,0.044,58.573
